office,district,candidate,party,precinct,votes,absentee_votes
President,,Hillary Clinton,D,South Kingstown 3203,965,136
President,,Hillary Clinton,D,South Kingstown 3204,961,108
President,,Hillary Clinton,D,South Kingstown 3205,1135,136
President,,Hillary Clinton,D,South Kingstown 3206,695,89
President,,Hillary Clinton,D,South Kingstown 3207,1239,170
President,,Hillary Clinton,D,South Kingstown 3208,1128,153
President,,Hillary Clinton,D,South Kingstown 3209,464,49
President,,Hillary Clinton,D,South Kingstown 3210,737,110
President,,Hillary Clinton,D,South Kingstown Limited,3,0
President,,Hillary Clinton,D,South Kingstown Presidential,95,4
President,,Hillary Clinton,D,Tiverton 3301,780,104
President,,Hillary Clinton,D,Tiverton 3302,759,61
President,,Hillary Clinton,D,Tiverton 3303,449,30
President,,Hillary Clinton,D,Tiverton 3304,583,73
President,,Hillary Clinton,D,Tiverton 3305,146,13
President,,Hillary Clinton,D,Tiverton 3306,719,57
President,,Hillary Clinton,D,Tiverton 3307,555,56
President,,Hillary Clinton,D,Tiverton Limited,1,0
President,,Hillary Clinton,D,Tiverton Presidential,42,0
President,,Hillary Clinton,D,Warren 3401,655,61
President,,Hillary Clinton,D,Warren 3402,837,72
President,,Hillary Clinton,D,Warren 3403,1164,101
President,,Hillary Clinton,D,Warren Limited,0,0
President,,Hillary Clinton,D,Warren Presidential,29,1
President,,Hillary Clinton,D,Warwick 3501,1049,67
President,,Hillary Clinton,D,Warwick 3502,929,53
President,,Hillary Clinton,D,Warwick 3503,482,30
President,,Hillary Clinton,D,Warwick 3504,859,36
President,,Hillary Clinton,D,Warwick 3505,318,18
President,,Hillary Clinton,D,Warwick 3506,292,13
President,,Hillary Clinton,D,Warwick 3507,171,21
President,,Hillary Clinton,D,Warwick 3508,727,45
President,,Hillary Clinton,D,Warwick 3509,180,20
President,,Hillary Clinton,D,Warwick 3510,542,40
President,,Hillary Clinton,D,Warwick 3511,821,138
President,,Hillary Clinton,D,Warwick 3512,517,24
President,,Hillary Clinton,D,Warwick 3513,723,65
President,,Hillary Clinton,D,Warwick 3514,910,55
President,,Hillary Clinton,D,Warwick 3515,860,42
President,,Hillary Clinton,D,Warwick 3516,236,13
President,,Hillary Clinton,D,Warwick 3517,257,14
President,,Hillary Clinton,D,Warwick 3518,874,62
President,,Hillary Clinton,D,Warwick 3519,856,57
President,,Hillary Clinton,D,Warwick 3520,674,35
President,,Hillary Clinton,D,Warwick 3521,615,47
President,,Hillary Clinton,D,Warwick 3522,479,18
President,,Hillary Clinton,D,Warwick 3523,839,74
President,,Hillary Clinton,D,Warwick 3524,555,24
President,,Hillary Clinton,D,Warwick 3525,636,51
President,,Hillary Clinton,D,Warwick 3526,245,42
President,,Hillary Clinton,D,Warwick 3527,611,53
President,,Hillary Clinton,D,Warwick 3528,372,31
President,,Hillary Clinton,D,Warwick 3529,615,56
President,,Hillary Clinton,D,Warwick 3530,868,75
President,,Hillary Clinton,D,Warwick 3531,1058,173
President,,Hillary Clinton,D,Warwick 3532,353,31
President,,Hillary Clinton,D,Warwick 3533,364,46
President,,Hillary Clinton,D,Warwick Limited,1,1
President,,Hillary Clinton,D,Warwick Presidential,150,5
President,,Hillary Clinton,D,Westerly 3601,340,102
President,,Hillary Clinton,D,Westerly 3602,943,296
President,,Hillary Clinton,D,Westerly 3603,965,345
President,,Hillary Clinton,D,Westerly 3604,835,371
President,,Hillary Clinton,D,Westerly 3605,867,364
President,,Hillary Clinton,D,Westerly 3606,707,173
President,,Hillary Clinton,D,Westerly 3607,573,152
President,,Hillary Clinton,D,Westerly Limited,0,0
President,,Hillary Clinton,D,Westerly Presidential,61,2
President,,Hillary Clinton,D,West Greenwich 3701,378,43
President,,Hillary Clinton,D,West Greenwich 3702,324,24
President,,Hillary Clinton,D,West Greenwich 3703,224,14
President,,Hillary Clinton,D,West Greenwich 3704,220,27
President,,Hillary Clinton,D,West Greenwich Limited,3,0
President,,Hillary Clinton,D,West Greenwich Presidential,10,0
President,,Hillary Clinton,D,West Warwick 3801,521,26
President,,Hillary Clinton,D,West Warwick 3802,360,12
President,,Hillary Clinton,D,West Warwick 3803,246,14
President,,Hillary Clinton,D,West Warwick 3804,949,72
President,,Hillary Clinton,D,West Warwick 3805,342,17
President,,Hillary Clinton,D,West Warwick 3806,318,21
President,,Hillary Clinton,D,West Warwick 3807,914,66
President,,Hillary Clinton,D,West Warwick 3808,719,27
President,,Hillary Clinton,D,West Warwick 3809,624,47
President,,Hillary Clinton,D,West Warwick 3810,452,18
President,,Hillary Clinton,D,West Warwick Limited,2,1
President,,Hillary Clinton,D,West Warwick Presidential,93,0
President,,Hillary Clinton,D,Woonsocket 3901,140,1
President,,Hillary Clinton,D,Woonsocket 3902,400,25
President,,Hillary Clinton,D,Woonsocket 3903,300,21
President,,Hillary Clinton,D,Woonsocket 3904,757,36
President,,Hillary Clinton,D,Woonsocket 3905,506,18
President,,Hillary Clinton,D,Woonsocket 3906,516,16
President,,Hillary Clinton,D,Woonsocket 3907,563,22
President,,Hillary Clinton,D,Woonsocket 3908,491,41
President,,Hillary Clinton,D,Woonsocket 3909,700,49
President,,Hillary Clinton,D,Woonsocket 3910,686,54
President,,Hillary Clinton,D,Woonsocket 3911,677,46
President,,Hillary Clinton,D,Woonsocket 3912,506,36
President,,Hillary Clinton,D,Woonsocket Limited,0,0
President,,Hillary Clinton,D,Woonsocket Presidential,104,1
President,,Hillary Clinton,D,Federal Precinct #1,376,376
President,,Hillary Clinton,D,Federal Precinct #2,261,261
President,,Gary Johnson,L,Barrington 0101,60,10
President,,Gary Johnson,L,Barrington 0102,68,5
President,,Gary Johnson,L,Barrington 0103,59,6
President,,Gary Johnson,L,Barrington 0104,78,11
President,,Gary Johnson,L,Barrington 0105,69,5
President,,Gary Johnson,L,Barrington Limited,0,0
President,,Gary Johnson,L,Barrington Presidential,6,0
President,,Gary Johnson,L,Bristol 0201,43,4
President,,Gary Johnson,L,Bristol 0202,38,1
President,,Gary Johnson,L,Bristol 0203,79,9
President,,Gary Johnson,L,Bristol 0204,40,2
President,,Gary Johnson,L,Bristol 0205,78,8
President,,Gary Johnson,L,Bristol 0206,39,0
President,,Gary Johnson,L,Bristol 0207,40,3
President,,Gary Johnson,L,Bristol 0208,46,0
President,,Gary Johnson,L,Bristol 0209,12,4
President,,Gary Johnson,L,Bristol Limited,0,0
President,,Gary Johnson,L,Bristol Presidential,13,0
President,,Gary Johnson,L,Burrillville 0301,56,7
President,,Gary Johnson,L,Burrillville 0302,48,4
President,,Gary Johnson,L,Burrillville 0303,59,5
President,,Gary Johnson,L,Burrillville 0304,46,7
President,,Gary Johnson,L,Burrillville 0305,42,2
President,,Gary Johnson,L,Burrillville 0306,44,0
President,,Gary Johnson,L,Burrillville Limited,0,0
President,,Gary Johnson,L,Burrillville Presidential,0,0
President,,Gary Johnson,L,Central Falls 0401,18,1
President,,Gary Johnson,L,Central Falls 0402,5,1
President,,Gary Johnson,L,Central Falls 0403,15,0
President,,Gary Johnson,L,Central Falls 0404,14,4
President,,Gary Johnson,L,Central Falls 0405,7,0
President,,Gary Johnson,L,Central Falls 0406,12,1
President,,Gary Johnson,L,Central Falls 0407,3,0
President,,Gary Johnson,L,Central Falls 0408,11,0
President,,Gary Johnson,L,Central Falls Limited,0,0
President,,Gary Johnson,L,Central Falls Presidential,1,0
President,,Gary Johnson,L,Charlestown 0501,68,5
President,,Gary Johnson,L,Charlestown 0502,50,4
President,,Gary Johnson,L,Charlestown 0503,38,2
President,,Gary Johnson,L,Charlestown 0504,26,3
President,,Gary Johnson,L,Charlestown Limited,0,0
President,,Gary Johnson,L,Charlestown Presidential,1,0
President,,Gary Johnson,L,Coventry 0601,46,0
President,,Gary Johnson,L,Coventry 0602,21,1
President,,Gary Johnson,L,Coventry 0603,60,5
President,,Gary Johnson,L,Coventry 0604,37,2
President,,Gary Johnson,L,Coventry 0605,43,2
President,,Gary Johnson,L,Coventry 0606,18,0
President,,Gary Johnson,L,Coventry 0607,52,5
President,,Gary Johnson,L,Coventry 0608,40,1
President,,Gary Johnson,L,Coventry 0609,44,3
President,,Gary Johnson,L,Coventry 0610,25,3
President,,Gary Johnson,L,Coventry 0611,32,8
President,,Gary Johnson,L,Coventry 0612,42,2
President,,Gary Johnson,L,Coventry 0613,39,1
President,,Gary Johnson,L,Coventry 0614,6,1
President,,Gary Johnson,L,Coventry 0615,38,3
President,,Gary Johnson,L,Coventry 0616,46,0
President,,Gary Johnson,L,Coventry 0617,51,5
President,,Gary Johnson,L,Coventry 0618,25,2
President,,Gary Johnson,L,Coventry Limited,0,0
President,,Gary Johnson,L,Coventry Presidential,4,0
President,,Gary Johnson,L,Cranston 0701,24,2
President,,Gary Johnson,L,Cranston 0702,34,0
President,,Gary Johnson,L,Cranston 0703,22,2
President,,Gary Johnson,L,Cranston 0704,9,0
President,,Gary Johnson,L,Cranston 0705,7,0
President,,Gary Johnson,L,Cranston 0706,41,4
President,,Gary Johnson,L,Cranston 0707,39,7
President,,Gary Johnson,L,Cranston 0708,54,3
President,,Gary Johnson,L,Cranston 0709,67,6
President,,Gary Johnson,L,Cranston 0710,35,2
President,,Gary Johnson,L,Cranston 0711,32,1
President,,Gary Johnson,L,Cranston 0712,38,3
President,,Gary Johnson,L,Cranston 0713,37,3
President,,Gary Johnson,L,Cranston 0714,12,0
President,,Gary Johnson,L,Cranston 0715,22,1
President,,Gary Johnson,L,Cranston 0716,30,5
President,,Gary Johnson,L,Cranston 0717,15,1
President,,Gary Johnson,L,Cranston 0718,19,0
President,,Gary Johnson,L,Cranston 0719,28,2
President,,Gary Johnson,L,Cranston 0720,10,1
President,,Gary Johnson,L,Cranston 0721,43,0
President,,Gary Johnson,L,Cranston 0722,22,0
President,,Gary Johnson,L,Cranston 0723,40,4
President,,Gary Johnson,L,Cranston 0724,37,4
President,,Gary Johnson,L,Cranston 0725,52,1
President,,Gary Johnson,L,Cranston 0726,36,2
President,,Gary Johnson,L,Cranston 0727,18,0
President,,Gary Johnson,L,Cranston 0728,2,1
President,,Gary Johnson,L,Cranston 0730,40,2
President,,Gary Johnson,L,Cranston 0731,45,1
President,,Gary Johnson,L,Cranston Limited,0,0
President,,Gary Johnson,L,Cranston Presidential,12,3
President,,Gary Johnson,L,Cumberland 0801,38,4
President,,Gary Johnson,L,Cumberland 0802,58,3
President,,Gary Johnson,L,Cumberland 0803,50,2
President,,Gary Johnson,L,Cumberland 0804,12,0
President,,Gary Johnson,L,Cumberland 0805,44,0
President,,Gary Johnson,L,Cumberland 0806,51,8
President,,Gary Johnson,L,Cumberland 0807,99,4
President,,Gary Johnson,L,Cumberland 0808,83,7
President,,Gary Johnson,L,Cumberland 0809,17,0
President,,Gary Johnson,L,Cumberland 0810,37,1
President,,Gary Johnson,L,Cumberland 0811,53,2
President,,Gary Johnson,L,Cumberland 0812,38,2
President,,Gary Johnson,L,Cumberland 0813,31,1
President,,Gary Johnson,L,Cumberland Limited,1,0
President,,Gary Johnson,L,Cumberland Presidential,6,0
President,,Gary Johnson,L,East Greenwich 0901,15,2
President,,Gary Johnson,L,East Greenwich 0902,62,8
President,,Gary Johnson,L,East Greenwich 0903,60,8
President,,Gary Johnson,L,East Greenwich 0904,85,10
President,,Gary Johnson,L,East Greenwich 0905,58,8
President,,Gary Johnson,L,East Greenwich Limited,2,0
President,,Gary Johnson,L,East Greenwich Presidential,1,0
President,,Gary Johnson,L,East Providence 1001,48,3
President,,Gary Johnson,L,East Providence 1002,37,5
President,,Gary Johnson,L,East Providence 1003,16,0
President,,Gary Johnson,L,East Providence 1004,42,2
President,,Gary Johnson,L,East Providence 1005,50,1
President,,Gary Johnson,L,East Providence 1006,3,0
President,,Gary Johnson,L,East Providence 1007,2,1
President,,Gary Johnson,L,East Providence 1008,45,2
President,,Gary Johnson,L,East Providence 1009,57,8
President,,Gary Johnson,L,East Providence 1010,49,3
President,,Gary Johnson,L,East Providence 1011,37,4
President,,Gary Johnson,L,East Providence 1012,23,3
President,,Gary Johnson,L,East Providence 1013,44,3
President,,Gary Johnson,L,East Providence 1014,56,1
President,,Gary Johnson,L,East Providence 1015,14,2
President,,Gary Johnson,L,East Providence 1016,40,0
President,,Gary Johnson,L,East Providence 1017,51,3
President,,Gary Johnson,L,East Providence 1018,12,0
President,,Gary Johnson,L,East Providence Limited,0,0
President,,Gary Johnson,L,East Providence Presidential,5,1
President,,Gary Johnson,L,Exeter 1101,43,2
President,,Gary Johnson,L,Exeter 1102,32,3
President,,Gary Johnson,L,Exeter 1103,68,5
President,,Gary Johnson,L,Exeter Limited,0,0
President,,Gary Johnson,L,Exeter Presidential,1,0
President,,Gary Johnson,L,Foster 1201,54,4
President,,Gary Johnson,L,Foster 1202,41,1
President,,Gary Johnson,L,Foster Limited,0,0
President,,Gary Johnson,L,Foster Presidential,4,0
President,,Gary Johnson,L,Glocester 1301,60,8
President,,Gary Johnson,L,Glocester 1302,71,3
President,,Gary Johnson,L,Glocester 1303,13,1
President,,Gary Johnson,L,Glocester 1304,33,6
President,,Gary Johnson,L,Glocester Limited,0,0
President,,Gary Johnson,L,Glocester Presidential,2,0
President,,Gary Johnson,L,Hopkinton 1401,62,3
President,,Gary Johnson,L,Hopkinton 1402,63,2
President,,Gary Johnson,L,Hopkinton 1403,34,3
President,,Gary Johnson,L,Hopkinton Limited,0,0
President,,Gary Johnson,L,Hopkinton Presidential,2,1
President,,Gary Johnson,L,Jamestown 1501,51,5
President,,Gary Johnson,L,Jamestown 1502,67,3
President,,Gary Johnson,L,Jamestown Limited,1,1
President,,Gary Johnson,L,Jamestown Presidential,0,0
President,,Gary Johnson,L,Johnston 1601,18,0
President,,Gary Johnson,L,Johnston 1602,41,10
President,,Gary Johnson,L,Johnston 1603,37,2
President,,Gary Johnson,L,Johnston 1604,20,1
President,,Gary Johnson,L,Johnston 1605,28,1
President,,Gary Johnson,L,Johnston 1606,4,0
President,,Gary Johnson,L,Johnston 1607,2,0
President,,Gary Johnson,L,Johnston 1608,42,1
President,,Gary Johnson,L,Johnston 1609,19,3
President,,Gary Johnson,L,Johnston 1610,42,0
President,,Gary Johnson,L,Johnston 1611,18,0
President,,Gary Johnson,L,Johnston 1612,16,0
President,,Gary Johnson,L,Johnston 1613,26,1
President,,Gary Johnson,L,Johnston Limited,0,0
President,,Gary Johnson,L,Johnston Presidential,2,0
President,,Gary Johnson,L,Lincoln 1701,43,4
President,,Gary Johnson,L,Lincoln 1702,26,2
President,,Gary Johnson,L,Lincoln 1703,50,1
President,,Gary Johnson,L,Lincoln 1704,56,1
President,,Gary Johnson,L,Lincoln 1705,52,2
President,,Gary Johnson,L,Lincoln 1706,10,0
President,,Gary Johnson,L,Lincoln 1707,10,2
President,,Gary Johnson,L,Lincoln 1708,47,3
President,,Gary Johnson,L,Lincoln 1709,23,1
President,,Gary Johnson,L,Lincoln 1710,19,0
President,,Gary Johnson,L,Lincoln 1711,22,0
President,,Gary Johnson,L,Lincoln Limited,0,0
President,,Gary Johnson,L,Lincoln Presidential,4,0
President,,Gary Johnson,L,Little Compton 1801,104,7
President,,Gary Johnson,L,Little Compton Limited,0,0
President,,Gary Johnson,L,Little Compton Presidential,1,0
President,,Gary Johnson,L,Middletown 1901,43,3
President,,Gary Johnson,L,Middletown 1902,46,10
President,,Gary Johnson,L,Middletown 1903,47,9
President,,Gary Johnson,L,Middletown 1904,86,7
President,,Gary Johnson,L,Middletown 1905,52,8
President,,Gary Johnson,L,Middletown Limited,0,0
President,,Gary Johnson,L,Middletown Presidential,7,2
President,,Gary Johnson,L,Narragansett 2001,5,1
President,,Gary Johnson,L,Narragansett 2002,89,8
President,,Gary Johnson,L,Narragansett 2003,63,5
President,,Gary Johnson,L,Narragansett 2004,59,7
President,,Gary Johnson,L,Narragansett 2005,56,7
President,,Gary Johnson,L,Narragansett Limited,0,0
President,,Gary Johnson,L,Narragansett Presidential,3,0
President,,Gary Johnson,L,Newport 2101,28,6
President,,Gary Johnson,L,Newport 2102,61,3
President,,Gary Johnson,L,Newport 2103,22,0
President,,Gary Johnson,L,Newport 2104,8,1
President,,Gary Johnson,L,Newport 2105,46,7
President,,Gary Johnson,L,Newport 2106,57,10
President,,Gary Johnson,L,Newport 2107,65,10
President,,Gary Johnson,L,Newport 2108,30,4
President,,Gary Johnson,L,Newport Limited,0,0
President,,Gary Johnson,L,Newport Presidential,15,1
President,,Gary Johnson,L,New Shoreham 2201,19,2
President,,Gary Johnson,L,New Shoreham Limited,0,0
President,,Gary Johnson,L,New Shoreham Presidential,0,0
President,,Gary Johnson,L,North Kingstown 2301,61,6
President,,Gary Johnson,L,North Kingstown 2302,73,6
President,,Gary Johnson,L,North Kingstown 2303,69,9
President,,Gary Johnson,L,North Kingstown 2304,80,6
President,,Gary Johnson,L,North Kingstown 2305,54,1
President,,Gary Johnson,L,North Kingstown 2306,47,5
President,,Gary Johnson,L,North Kingstown 2307,77,8
President,,Gary Johnson,L,North Kingstown 2308,100,8
President,,Gary Johnson,L,North Kingstown 2309,92,6
President,,Gary Johnson,L,North Kingstown Limited,0,0
President,,Gary Johnson,L,North Kingstown Presidential,7,0
President,,Gary Johnson,L,North Providence 2401,27,4
President,,Gary Johnson,L,North Providence 2402,28,1
President,,Gary Johnson,L,North Providence 2403,31,1
President,,Gary Johnson,L,North Providence 2404,25,3
President,,Gary Johnson,L,North Providence 2405,14,0
President,,Gary Johnson,L,North Providence 2406,27,1
President,,Gary Johnson,L,North Providence 2407,25,1
President,,Gary Johnson,L,North Providence 2408,42,2
President,,Gary Johnson,L,North Providence 2409,13,0
President,,Gary Johnson,L,North Providence 2410,19,1
President,,Gary Johnson,L,North Providence 2411,20,2
President,,Gary Johnson,L,North Providence 2412,32,2
President,,Gary Johnson,L,North Providence 2413,13,0
President,,Gary Johnson,L,North Providence 2414,13,0
President,,Gary Johnson,L,North Providence 2415,15,1
President,,Gary Johnson,L,North Providence 2416,33,4
President,,Gary Johnson,L,North Providence Limited,0,0
President,,Gary Johnson,L,North Providence Presidential,3,0
President,,Gary Johnson,L,North Smithfield 2501,68,0
President,,Gary Johnson,L,North Smithfield 2502,46,1
President,,Gary Johnson,L,North Smithfield 2503,42,3
President,,Gary Johnson,L,North Smithfield 2504,45,0
President,,Gary Johnson,L,North Smithfield 2505,25,3
President,,Gary Johnson,L,North Smithfield Limited,0,0
President,,Gary Johnson,L,North Smithfield Presidential,0,0
President,,Gary Johnson,L,Pawtucket 2601,7,1
President,,Gary Johnson,L,Pawtucket 2602,8,0
President,,Gary Johnson,L,Pawtucket 2603,20,1
President,,Gary Johnson,L,Pawtucket 2604,21,0
President,,Gary Johnson,L,Pawtucket 2605,6,0
President,,Gary Johnson,L,Pawtucket 2606,9,0
President,,Gary Johnson,L,Pawtucket 2607,29,0
President,,Gary Johnson,L,Pawtucket 2608,25,0
President,,Gary Johnson,L,Pawtucket 2609,1,0
President,,Gary Johnson,L,Pawtucket 2610,1,0
President,,Gary Johnson,L,Pawtucket 2611,6,1
President,,Gary Johnson,L,Pawtucket 2612,35,1
President,,Gary Johnson,L,Pawtucket 2613,32,1
President,,Gary Johnson,L,Pawtucket 2614,23,1
President,,Gary Johnson,L,Pawtucket 2615,15,1
President,,Gary Johnson,L,Pawtucket 2616,8,0
President,,Gary Johnson,L,Pawtucket 2617,8,0
President,,Gary Johnson,L,Pawtucket 2618,48,0
President,,Gary Johnson,L,Pawtucket 2619,25,0
President,,Gary Johnson,L,Pawtucket 2620,54,3
President,,Gary Johnson,L,Pawtucket 2621,10,1
President,,Gary Johnson,L,Pawtucket 2622,9,0
President,,Gary Johnson,L,Pawtucket 2623,9,1
President,,Gary Johnson,L,Pawtucket 2624,15,1
President,,Gary Johnson,L,Pawtucket 2625,10,0
President,,Gary Johnson,L,Pawtucket 2626,1,0
President,,Gary Johnson,L,Pawtucket 2627,19,1
President,,Gary Johnson,L,Pawtucket 2628,32,1
President,,Gary Johnson,L,Pawtucket 2629,30,0
President,,Gary Johnson,L,Pawtucket 2630,4,0
President,,Gary Johnson,L,Pawtucket 2631,6,0
President,,Gary Johnson,L,Pawtucket Limited,0,0
President,,Gary Johnson,L,Pawtucket Presidential,7,2
President,,Gary Johnson,L,Portsmouth 2701,6,0
President,,Gary Johnson,L,Portsmouth 2702,13,2
President,,Gary Johnson,L,Portsmouth 2703,56,2
President,,Gary Johnson,L,Portsmouth 2704,86,4
President,,Gary Johnson,L,Portsmouth 2705,33,9
President,,Gary Johnson,L,Portsmouth 2706,23,8
President,,Gary Johnson,L,Portsmouth 2707,80,12
President,,Gary Johnson,L,Portsmouth 2708,102,14
President,,Gary Johnson,L,Portsmouth Limited,0,0
President,,Gary Johnson,L,Portsmouth Presidential,6,2
President,,Gary Johnson,L,Providence 2801,4,0
President,,Gary Johnson,L,Providence 2802,7,1
President,,Gary Johnson,L,Providence 2803,45,6
President,,Gary Johnson,L,Providence 2804,9,1
President,,Gary Johnson,L,Providence 2805,44,4
President,,Gary Johnson,L,Providence 2806,4,2
President,,Gary Johnson,L,Providence 2807,0,0
President,,Gary Johnson,L,Providence 2808,35,2
President,,Gary Johnson,L,Providence 2809,26,1
President,,Gary Johnson,L,Providence 2810,1,0
President,,Gary Johnson,L,Providence 2811,13,2
President,,Gary Johnson,L,Providence 2812,19,1
President,,Gary Johnson,L,Providence 2813,12,0
President,,Gary Johnson,L,Providence 2814,3,0
President,,Gary Johnson,L,Providence 2815,20,6
President,,Gary Johnson,L,Providence 2816,30,2
President,,Gary Johnson,L,Providence 2817,54,4
President,,Gary Johnson,L,Providence 2818,35,3
President,,Gary Johnson,L,Providence 2819,36,6
President,,Gary Johnson,L,Providence 2820,7,2
President,,Gary Johnson,L,Providence 2821,20,2
President,,Gary Johnson,L,Providence 2822,4,0
President,,Gary Johnson,L,Providence 2823,22,5
President,,Gary Johnson,L,Providence 2824,21,2
President,,Gary Johnson,L,Providence 2825,3,0
President,,Gary Johnson,L,Providence 2826,18,3
President,,Gary Johnson,L,Providence 2827,13,0
President,,Gary Johnson,L,Providence 2828,10,0
President,,Gary Johnson,L,Providence 2829,12,0
President,,Gary Johnson,L,Providence 2830,4,0
President,,Gary Johnson,L,Providence 2831,4,0
President,,Gary Johnson,L,Providence 2832,18,1
President,,Gary Johnson,L,Providence 2833,8,0
President,,Gary Johnson,L,Providence 2834,5,1
President,,Gary Johnson,L,Providence 2835,6,4
President,,Gary Johnson,L,Providence 2836,0,0
President,,Gary Johnson,L,Providence 2837,15,1
President,,Gary Johnson,L,Providence 2838,2,0
President,,Gary Johnson,L,Providence 2839,17,1
President,,Gary Johnson,L,Providence 2840,6,1
President,,Gary Johnson,L,Providence 2841,10,0
President,,Gary Johnson,L,Providence 2842,0,0
President,,Gary Johnson,L,Providence 2843,6,1
President,,Gary Johnson,L,Providence 2844,26,3
President,,Gary Johnson,L,Providence 2845,18,1
President,,Gary Johnson,L,Providence 2846,10,0
President,,Gary Johnson,L,Providence 2847,6,0
President,,Gary Johnson,L,Providence 2848,3,1
President,,Gary Johnson,L,Providence 2849,18,4
President,,Gary Johnson,L,Providence 2850,8,0
President,,Gary Johnson,L,Providence 2851,22,3
President,,Gary Johnson,L,Providence 2852,6,0
President,,Gary Johnson,L,Providence 2853,4,0
President,,Gary Johnson,L,Providence 2854,38,1
President,,Gary Johnson,L,Providence 2855,41,4
President,,Gary Johnson,L,Providence 2856,0,0
President,,Gary Johnson,L,Providence 2857,1,0
President,,Gary Johnson,L,Providence 2858,7,0
President,,Gary Johnson,L,Providence 2859,6,1
President,,Gary Johnson,L,Providence 2860,0,0
President,,Gary Johnson,L,Providence 2861,20,0
President,,Gary Johnson,L,Providence 2862,34,1
President,,Gary Johnson,L,Providence 2863,9,0
President,,Gary Johnson,L,Providence 2864,5,0
President,,Gary Johnson,L,Providence 2865,2,0
President,,Gary Johnson,L,Providence 2866,12,0
President,,Gary Johnson,L,Providence 2867,1,0
President,,Gary Johnson,L,Providence 2868,9,0
President,,Gary Johnson,L,Providence 2869,2,0
President,,Gary Johnson,L,Providence 2870,8,0
President,,Gary Johnson,L,Providence 2871,10,0
President,,Gary Johnson,L,Providence 2872,0,0
President,,Gary Johnson,L,Providence 2873,1,0
President,,Gary Johnson,L,Providence 2874,27,0
President,,Gary Johnson,L,Providence 2875,21,1
President,,Gary Johnson,L,Providence 2876,8,0
President,,Gary Johnson,L,Providence 2877,5,0
President,,Gary Johnson,L,Providence 2878,1,0
President,,Gary Johnson,L,Providence 2879,7,0
President,,Gary Johnson,L,Providence 2880,17,1
President,,Gary Johnson,L,Providence Limited 1,0,0
President,,Gary Johnson,L,Providence Limited 2,0,0
President,,Gary Johnson,L,Providence Presidential,53,1
President,,Gary Johnson,L,Richmond 2901,97,6
President,,Gary Johnson,L,Richmond 2902,84,5
President,,Gary Johnson,L,Richmond Limited,0,0
President,,Gary Johnson,L,Richmond Presidential,4,0
President,,Gary Johnson,L,Scituate 3001,67,6
President,,Gary Johnson,L,Scituate 3002,82,3
President,,Gary Johnson,L,Scituate 3003,57,7
President,,Gary Johnson,L,Scituate Limited,0,0
President,,Gary Johnson,L,Scituate Presidential,2,0
President,,Gary Johnson,L,Smithfield 3101,53,7
President,,Gary Johnson,L,Smithfield 3102,75,1
President,,Gary Johnson,L,Smithfield 3103,62,2
President,,Gary Johnson,L,Smithfield 3104,69,5
President,,Gary Johnson,L,Smithfield 3105,61,8
President,,Gary Johnson,L,Smithfield 3106,54,3
President,,Gary Johnson,L,Smithfield Limited,0,0
President,,Gary Johnson,L,Smithfield Presidential,3,1
President,,Gary Johnson,L,South Kingstown 3201,25,3
President,,Gary Johnson,L,South Kingstown 3202,56,8
President,,Gary Johnson,L,South Kingstown 3203,62,4
President,,Gary Johnson,L,South Kingstown 3204,79,4
President,,Gary Johnson,L,South Kingstown 3205,76,14
President,,Gary Johnson,L,South Kingstown 3206,49,2
President,,Gary Johnson,L,South Kingstown 3207,71,2
President,,Gary Johnson,L,South Kingstown 3208,73,6
President,,Gary Johnson,L,South Kingstown 3209,39,6
President,,Gary Johnson,L,South Kingstown 3210,32,5
President,,Gary Johnson,L,South Kingstown Limited,0,0
President,,Gary Johnson,L,South Kingstown Presidential,6,1
President,,Gary Johnson,L,Tiverton 3301,54,8
President,,Gary Johnson,L,Tiverton 3302,54,1
President,,Gary Johnson,L,Tiverton 3303,21,2
President,,Gary Johnson,L,Tiverton 3304,39,1
President,,Gary Johnson,L,Tiverton 3305,12,0
President,,Gary Johnson,L,Tiverton 3306,60,4
President,,Gary Johnson,L,Tiverton 3307,46,3
President,,Gary Johnson,L,Tiverton Limited,0,0
President,,Gary Johnson,L,Tiverton Presidential,1,0
President,,Gary Johnson,L,Warren 3401,43,5
President,,Gary Johnson,L,Warren 3402,61,6
President,,Gary Johnson,L,Warren 3403,69,6
President,,Gary Johnson,L,Warren Limited,0,0
President,,Gary Johnson,L,Warren Presidential,2,0
President,,Gary Johnson,L,Warwick 3501,77,6
President,,Gary Johnson,L,Warwick 3502,57,3
President,,Gary Johnson,L,Warwick 3503,33,2
President,,Gary Johnson,L,Warwick 3504,55,2
President,,Gary Johnson,L,Warwick 3505,23,0
President,,Gary Johnson,L,Warwick 3506,34,0
President,,Gary Johnson,L,Warwick 3507,12,1
President,,Gary Johnson,L,Warwick 3508,54,1
President,,Gary Johnson,L,Warwick 3509,9,1
President,,Gary Johnson,L,Warwick 3510,33,0
President,,Gary Johnson,L,Warwick 3511,41,3
President,,Gary Johnson,L,Warwick 3512,37,2
President,,Gary Johnson,L,Warwick 3513,67,5
President,,Gary Johnson,L,Warwick 3514,54,1
President,,Gary Johnson,L,Warwick 3515,65,5
President,,Gary Johnson,L,Warwick 3516,21,0
President,,Gary Johnson,L,Warwick 3517,30,2
President,,Gary Johnson,L,Warwick 3518,83,3
